Name;City;Country;ICAO;;;;
Hemavan Airport;Hemavan;Sweden;ESUT;;;;
Ventspils International Airport;Ventspils;Latvia;EVVA;;;;
Rand Airport;Johannesburg;South Africa;FAGM;;;;
Kruger Mpumalanga International Airport;Mpumalanga;South Africa;FAKN;;;;
Malamala Airport;Malamala;South Africa;FAMD;;;;
Mmabatho International Airport;Mafeking;South Africa;FAMM;;;;
Ghanzi Airport;Ghanzi;Botswana;FBGZ;;;;
Orapa Airport;Orapa;Botswana;FBOR;;;;
Shakawe Airport;Shakawe;Botswana;FBSW;;;;
Limpopo Valley Airport;Tuli Lodge;Botswana;FBTL;;;;
Ngot Nzoungou Airport;Loubomo;Congo (Brazzaville);FCPL;;;;
Chipata Airport;Chipata;Zambia;FLCP;;;;
Los Alamitos Army Air Field;Solwesi;Zambia;KSLI;;;;
Iconi Airport;Moroni;Comoros;FMCN;;;;
Antsalova Airport;Antsalova;Madagascar;FMMG;;;;
Ankavandra Airport;Ankavandra;Madagascar;FMMK;;;;
Belo sur Tsiribihina Airport;Belo sur Tsiribihina;Madagascar;FMML;;;;
Maintirano Airport;Maintirano;Madagascar;FMMO;;;;
Morafenobe Airport;Morafenobe;Madagascar;FMMR;;;;
Tambohorano Airport;Tambohorano;Madagascar;FMMU;;;;
Tsiroanomandidy Airport;Tsiroanomandidy;Madagascar;FMMX;;;;
Ambatondrazaka Airport;Ambatondrazaka;Madagascar;FMMZ;;;;
Port Bergé Airport;Port Bergé;Madagascar;FMNG;;;;
Ambanja Airport;Ambanja;Madagascar;FMNJ;;;;
Soalala Airport;Soalala;Madagascar;FMNO;;;;
Mampikony Airport;Mampikony;Madagascar;FMNP;;;;
Nasa Shuttle Landing Facility Airport;Tsaratanana;Madagascar;KTTS;;;;
Mandritsara Airport;Mandritsara;Madagascar;FMNX;;;;
Manja Airport;Manja;Madagascar;FMSJ;;;;
Catumbela Airport;Catumbela;Angola;FNCT;;;;
Dundo Airport;Dundo;Angola;FNDU;;;;
Ngjiva Pereira Airport;Ondjiva;Angola;FNGI;;;;
Namibe Airport;Mocamedes;Angola;FNMO;;;;
Koulamoutou Mabimbi Airport;Koulamoutou;Gabon;FOGK;;;;
Mouilla Ville Airport;Mouila;Gabon;FOGM;;;;
Tchibanga Airport;Tchibanga;Gabon;FOOT;;;;
Chimoio Airport;Chimoio;Mozambique;FQCH;;;;
Sarh Airport;Sarh;Chad;FTTA;;;;
Club Makokola Airport;Club Makokola;Malawi;FWCM;;;;
Luderitz Airport;Luderitz;Namibia;FYLZ;;;;
Ondangwa Airport;Ondangwa;Namibia;FYOA;;;;
Oranjemund Airport;Oranjemund;Namibia;FYOG;;;;
Swakopmund Airport;Swakopmund;Namibia;FYSM;;;;
Eros Airport;Windhoek;Namibia;FYWE;;;;
Boma Airport;Boma;Congo (Kinshasa);FZAJ;;;;
Tshimpi Airport;Matadi;Congo (Kinshasa);FZAM;;;;
Inongo Airport;Inongo;Congo (Kinshasa);FZBA;;;;
Nioki Airport;Nioki;Congo (Kinshasa);FZBI;;;;
Basango Mboliasa Airport;Kiri;Congo (Kinshasa);FZBT;;;;
Basankusu Airport;Basankusu;Congo (Kinshasa);FZEN;;;;
Tshikapa Airport;Tshikapa;Congo (Kinshasa);FZUK;;;;
Lodja Airport;Lodja;Congo (Kinshasa);FZVA;;;;
Ilebo Airport;Ilebo;Congo (Kinshasa);FZVS;;;;
Outer Skerries Airport;Outer Skerries;United Kingdom;EGOU;;;;
La Gomera Airport;La Gomera;Spain;GCGM;;;;
Sherbro International Airport;Bonthe;Sierra Leone;GFBN;;;;
Bo Airport;Bo;Sierra Leone;GFBO;;;;
Kenema Airport;Kenema;Sierra Leone;GFKE;;;;
Osvaldo Vieira International Airport;Bissau;Guinea-Bissau;GGOV;;;;
Smara Airport;Smara;Western Sahara;GMMA;;;;
Dakhla Airport;Dakhla;Western Sahara;GMMH;;;;
Mogador Airport;Essadouira;Morocco;GMMI;;;;
Hassan I Airport;El Aaiún;Western Sahara;GMML;;;;
Nador International Airport;El Aroui;Morocco;GMMW;;;;
Praia International Airport;"Praia; Santiago Island";Cape Verde;GVNP;;;;
São Filipe Airport;"Sao Filipe; Fogo Island";Cape Verde;GVSF;;;;
Baco Airport;Baco;Ethiopia;HABC;;;;
Beica Airport;Beica;Ethiopia;HABE;;;;
Combolcha Airport;Dessie;Ethiopia;HADC;;;;
Dembidollo Airport;Dembidollo;Ethiopia;HADD;;;;
Gode Airport;Gode;Ethiopia;HAGO;;;;
Gore Airport;Gore;Ethiopia;HAGR;;;;
Kabri Dehar Airport;Kabri Dehar;Ethiopia;HAKD;;;;
Mizan Teferi Airport;Mizan Teferi;Ethiopia;HAMT;;;;
Tippi Airport;Tippi;Ethiopia;HATP;;;;
Alula Airport;Alula;Somalia;HCMA;;;;
Bosaso Airport;Bosaso;Somalia;HCMF;;;;
Aden Adde International Airport;Mogadishu;Somalia;HCMM;;;;
Galcaio Airport;Galcaio;Somalia;HCMR;;;;
Burao Airport;Burao;Somalia;HCMV;;;;
El Arish International Airport;El Arish;Egypt;HEAR;;;;
Assiut International Airport;Asyut;Egypt;HEAT;;;;
Amboseli Airport;Amboseli National Park;Kenya;HKAM;;;;
Lokichoggio Airport;Lokichoggio;Kenya;HKLK;;;;
Malindi Airport;Malindi;Kenya;HKML;;;;
Nanyuki Airport;Nanyuki;Kenya;HKNY;;;;
Gardabya Airport;Sirt;Libya;HLGD;;;;
Gamal Abdel Nasser Airport;Tobruk;Libya;HLGN;;;;
Mitiga Airport;Tripoli;Libya;HLLM;;;;
La Abraq Airport;Al Bayda';Libya;HLLQ;;;;
Atbara Airport;Atbara;Sudan;HSAT;;;;
Nyala Airport;Nyala;Sudan;HSNN;;;;
Port Sudan New International Airport;Port Sudan;Sudan;HSPN;;;;
Bukoba Airport;Bukoba;Tanzania;HTBU;;;;
Kigoma Airport;Kigoma;Tanzania;HTKA;;;;
Lindi Airport;Lindi;Tanzania;HTLI;;;;
Musoma Airport;Musoma;Tanzania;HTMU;;;;
Shinyanga Airport;Shinyanga;Tanzania;HTSY;;;;
Tabora Airport;Tabora;Tanzania;HTTB;;;;
Arua Airport;Arua;Uganda;HUAR;;;;
Gulu Airport;Gulu;Uganda;HUGU;;;;
Diu Airport;Diu;India;VA1P;;;;
Aberdeen Regional Airport;Aberdeen;United States;KABR;;;;
Southwest Georgia Regional Airport;Albany;United States;KABY;;;;
Athens Ben Epps Airport;Athens;United States;KAHN;;;;
Alamogordo White Sands Regional Airport;Alamogordo;United States;KALM;;;;
Waterloo Regional Airport;Waterloo;United States;KALO;;;;
Walla Walla Regional Airport;Walla Walla;United States;KALW;;;;
Alpena County Regional Airport;Alpena;United States;KAPN;;;;
Watertown Regional Airport;Watertown;United States;KATY;;;;
Bradford Regional Airport;Bradford;United States;KBFD;;;;
Western Neb. Rgnl/William B. Heilig Airport;Scottsbluff;United States;KBFF;;;;
Raleigh County Memorial Airport;Beckley;United States;KBKW;;;;
Brunswick Golden Isles Airport;Brunswick;United States;KBQK;;;;
Southeast Iowa Regional Airport;Burlington;United States;KBRL;;;;
Jack Mc Namara Field Airport;Crescent City;United States;KCEC;;;;
Cape Girardeau Regional Airport;Cape Girardeau;United States;KCGI;;;;
Chippewa County International Airport;Sault Ste Marie;United States;KCIU;;;;
North Central West Virginia Airport;Clarksburg;United States;KCKB;;;;
William R Fairchild International Airport;Port Angeles;United States;KCLM;;;;
Houghton County Memorial Airport;Hancock;United States;KCMX;;;;
Dodge City Regional Airport;Dodge City;United States;KDDC;;;;
DuBois Regional Airport;Du Bois;United States;KDUJ;;;;
Chippewa Valley Regional Airport;Eau Claire;United States;KEAU;;;;
Elko Regional Airport;Elko;United States;KEKO;;;;
New Bedford Regional Airport;New Bedford;United States;KEWB;;;;
Fayetteville Regional Grannis Field;Fayetteville;United States;KFAY;;;;
Wokal Field Glasgow International Airport;Glasgow;United States;KGGW;;;;
Central Nebraska Regional Airport;Grand Island;United States;KGRI;;;;
Memorial Field;Hot Springs;United States;KHOT;;;;
Tri-State/Milton J. Ferguson Field;Huntington;United States;KHTS;;;;
Kili Airport;Kili Island;Marshall Islands;Q51;;;;
Kirksville Regional Airport;Kirksville;United States;KIRK;;;;
Jamestown Regional Airport;Jamestown;United States;KJMS;;;;
Laramie Regional Airport;Laramie;United States;KLAR;;;;
Arnold Palmer Regional Airport;Latrobe;United States;KLBE;;;;
North Platte Regional Airport Lee Bird Field;North Platte;United States;KLBF;;;;
Lebanon Municipal Airport;Lebanon;United States;KLEB;;;;
Crater Lake-Klamath Regional Airport;Klamath Falls;United States;KLMT;;;;
Lancaster Airport;Lancaster;United States;KLNS;;;;
Lewistown Municipal Airport;Lewistown;United States;KLWT;;;;
Lynchburg Regional Preston Glenn Field;Lynchburg;United States;KLYH;;;;
Muskegon County Airport;Muskegon;United States;KMKG;;;;
Frank Wiley Field;Miles City;United States;KMLS;;;;
Northwest Alabama Regional Airport;Muscle Shoals;United States;KMSL;;;;
Southwest Oregon Regional Airport;North Bend;United States;KOTH;;;;
Owensboro Daviess County Airport;Owensboro;United States;KOWB;;;;
Hattiesburg Laurel Regional Airport;Hattiesburg/Laurel;United States;KPIB;;;;
Pocatello Regional Airport;Pocatello;United States;KPIH;;;;
Pierre Regional Airport;Pierre;United States;KPIR;;;;
Pellston Regional Airport of Emmet County Airport;Pellston;United States;KPLN;;;;
Portsmouth International at Pease Airport;Portsmouth;United States;KPSM;;;;
Reading Regional Carl A Spaatz Field;Reading;United States;KRDG;;;;
Rhinelander Oneida County Airport;Rhinelander;United States;KRHI;;;;
Southwest Wyoming Regional Airport;Rock Springs;United States;KRKS;;;;
Rutland - Southern Vermont Regional Airport;Rutland;United States;KRUT;;;;
San Luis County Regional Airport;San Luis Obispo;United States;KSBP;;;;
Sheridan County Airport;Sheridan;United States;KSHR;;;;
Adirondack Regional Airport;Saranac Lake;United States;KSLK;;;;
Salina Municipal Airport;Salina;United States;KSLN;;;;
Santa Maria Pub/Capt G Allan Hancock Field;Santa Maria;United States;KSMX;;;;
Tupelo Regional Airport;Tupelo;United States;KTUP;;;;
Quincy Regional Baldwin Field;Quincy;United States;KUIN;;;;
Victoria Regional Airport;Victoria;United States;KVCT;;;;
Valdosta Regional Airport;Valdosta;United States;KVLD;;;;
Worland Municipal Airport;Worland;United States;KWRL;;;;
Yakima Air Terminal McAllister Field;Yakima;United States;KYKM;;;;
Ercan International Airport;Nicosia;Cyprus;LCEN;;;;
Logroño-Agoncillo Airport;Logroño-Agoncillo;Spain;LELO;;;;
Île d'Yeu Airport;Île d'Yeu;France;LFEY;;;;
Angers-Loire Airport;Angers/Marcé;France;LFJR;;;;
La Môle Airport;La Môle;France;LFTZ;;;;
Syros Airport;Syros Island;Greece;LGSO;;;;
Pécs-Pogány Airport;Pécs-Pogány;Hungary;LHPP;;;;
Győr-Pér International Airport;Győr;Hungary;LHPR;;;;
Sármellék International Airport;Sármellék;Hungary;LHSM;;;;
Aosta Airport;Aosta;Italy;LIMW;;;;
Salerno Costa d'Amalfi Airport;Salerno;Italy;LIRI;;;;
Corvo Airport;Corvo;Portugal;LPCR;;;;
Banja Luka International Airport;Banja Luka;Bosnia and Herzegovina;LQBK;;;;
Uşak Airport;Usak;Turkey;LTBO;;;;
Kars Airport;Kars;Turkey;LTCF;;;;
Şanlıurfa Airport;Sanliurfa;Turkey;LTCH;;;;
Kahramanmaraş Airport;Kahramanmaras;Turkey;LTCN;;;;
Ağrı Airport;Agri;Turkey;LTCO;;;;
Adıyaman Airport;Adiyaman;Turkey;LTCP;;;;
Süleyman Demirel International Airport;Isparta;Turkey;LTFC;;;;
Balıkesir Körfez Airport;Balikesir Korfez;Turkey;LTFD;;;;
Samsun Çarşamba Airport;Samsun;Turkey;LTFH;;;;
Žilina Airport;Žilina;Slovakia;LZZI;;;;
JAGS McCartney International Airport;Cockburn Town;Turks and Caicos Islands;MBGT;;;;
Middle Caicos Airport;Middle Caicos;Turks and Caicos Islands;MBMC;;;;
Salt Cay Airport;Salt Cay;Turks and Caicos Islands;MBSY;;;;
Samaná El Catey International Airport;Samana;Dominican Republic;MDCY;;;;
La Isabela International Airport;La Isabela;Dominican Republic;MDJB;;;;
Puerto Barrios Airport;Puerto Barrios;Guatemala;MGPB;;;;
Quezaltenango Airport;Quezaltenango;Guatemala;MGQZ;;;;
Utirik Airport;Utirik Island;Marshall Islands;03N;;;;
Ahuas Airport;Ahuas;Honduras;MHAH;;;;
Puerto Lempira Airport;Puerto Lempira;Honduras;MHPL;;;;
Mili Island Airport;Mili Island;Marshall Islands;MLIP;;;;
Captain Rogelio Castillo National Airport;Celaya;Mexico;MMCY;;;;
Ciudad Constitución Airport;Ciudad Constitución;Mexico;MMDA;;;;
Guerrero Negro Airport;Guerrero Negro;Mexico;MMGR;;;;
El Lencero Airport;Jalapa;Mexico;MMJA;;;;
Alonso Valderrama Airport;Chitré;Panama;MPCE;;;;
Enrique Adolfo Jimenez Airport;Colón;Panama;MPEJ;;;;
Jaqué Airport;Jaqué;Panama;MPJE;;;;
Captain Ramon Xatruch Airport;La Palma;Panama;MPLP;;;;
Aerotortuguero Airport;Roxana;Costa Rica;MRAO;;;;
Barra del Colorado Airport;Pococi;Costa Rica;MRBC;;;;
Cabo Velas Airport;Nicoya;Costa Rica;MRCV;;;;
Islita Airport;Nandayure;Costa Rica;MRIA;;;;
Puerto Jimenez Airport;Puerto Jimenez;Costa Rica;MRPJ;;;;
Tobias Bolanos International Airport;San Jose;Costa Rica;MRPV;;;;
(Duplicate) Playa Samara Airport;Playa Samara;Costa Rica;MRSR;;;;
Jérémie Airport;Jeremie;Haiti;MTJE;;;;
Port-de-Paix Airport;Port-de-Paix;Haiti;MTPX;;;;
Cayo Coco Airport;Cayo Coco;Cuba;MUOC;;;;
Alberto Delgado Airport;Trinidad;Cuba;MUTD;;;;
Congo Town Airport;Andros;Bahamas;MYAK;;;;
Arthur's Town Airport;Arthur's Town;Bahamas;MYCA;;;;
New Bight Airport;Cat Island;Bahamas;MYCB;;;;
Colonel Hill Airport;Colonel Hill;Bahamas;MYCI;;;;
Nassau Paradise Island Airport;Nassau;Bahamas;MYPI;;;;
Enua Airport;Atiu Island;Cook Islands;NCAT;;;;
Mangaia Island Airport;Mangaia Island;Cook Islands;NCMG;;;;
Manihiki Island Airport;Manihiki Island;Cook Islands;NCMH;;;;
Mauke Airport;Mauke Island;Cook Islands;NCMK;;;;
Mitiaro Island Airport;Mitiaro Island;Cook Islands;NCMR;;;;
Tongareva Airport;Penrhyn Island;Cook Islands;NCPY;;;;
Cicia Airport;Cicia;Fiji;NFCI;;;;
Malolo Lailai Island Airport;Malolo Lailai Island;Fiji;NFFO;;;;
Vunisea Airport;Vunisea;Fiji;NFKD;;;;
Mana Island Airport;Mana Island;Fiji;NFMA;;;;
Moala Airport;Moala;Fiji;NFMO;;;;
Ngau Airport;Ngau;Fiji;NFNG;;;;
Lakeba Island Airport;Lakeba Island;Fiji;NFNK;;;;
Labasa Airport;Lambasa;Fiji;NFNL;;;;
Matei Airport;Matei;Fiji;NFNM;;;;
Koro Island Airport;Koro Island;Fiji;NFNO;;;;
Rotuma Airport;Rotuma;Fiji;NFNR;;;;
Savusavu Airport;Savusavu;Fiji;NFNS;;;;
Kaufana Airport;Eua Island;Tonga;NFTE;;;;
Lifuka Island Airport;Lifuka;Tonga;NFTL;;;;
Mata'aho Airport;"Angaha; Niuafo'ou Island";Tonga;NFTO;;;;
Kuini Lavenia Airport;Niuatoputapu;Tonga;NFTP;;;;
Vanua Balavu Airport;Vanua Balavu;Fiji;NFVB;;;;
Niue International Airport;Alofi;Niue;NIUE;;;;
Pointe Vele Airport;Futuna Island;Wallis and Futuna;NLWF;;;;
Maota Airport;Savaii Island;Samoa;NSMA;;;;
Apataki Airport;Apataki;French Polynesia;NTGD;;;;
Ahe Airport;Ahe;French Polynesia;NTHE;;;;
Hiva Oa-Atuona Airport;Hiva-oa;French Polynesia;NTMN;;;;
Ua Pou Airport;Ua Pou;French Polynesia;NTMP;;;;
Ua Huka Airport;Ua Huka;French Polynesia;NTMU;;;;
Mota Lava Airport;Ablow;Vanuatu;NVSA;;;;
Sola Airport;Sola;Vanuatu;NVSC;;;;
Torres Airstrip;Loh/Linua;Vanuatu;NVSD;;;;
Siwo Airport;Sangafa;Vanuatu;NVSE;;;;
Craig Cove Airport;Craig Cove;Vanuatu;NVSF;;;;
Longana Airport;Longana;Vanuatu;NVSG;;;;
Sara Airport;Pentecost Island;Vanuatu;NVSH;;;;
Tavie Airport;Paama Island;Vanuatu;NVSI;;;;
Lamap Airport;Lamap;Vanuatu;NVSL;;;;
Lamen Bay Airport;Lamen Bay;Vanuatu;NVSM;;;;
Maewo-Naone Airport;Maewo Island;Vanuatu;NVSN;;;;
Lonorore Airport;Lonorore;Vanuatu;NVSO;;;;
Norsup Airport;Norsup;Vanuatu;NVSP;;;;
Gaua Island Airport;Gaua Island;Vanuatu;NVSQ;;;;
Redcliffe Airport;Redcliffe;Vanuatu;NVSR;;;;
Santo Pekoa International Airport;Santo;Vanuatu;NVSS;;;;
Tongoa Airport;Tongoa Island;Vanuatu;NVST;;;;
Uléi Airport;Ambryn Island;Vanuatu;NVSU;;;;
Valesdir Airport;Valesdir;Vanuatu;NVSV;;;;
Southwest Bay Airport;Malekula Island;Vanuatu;NVSX;;;;
North West Santo Airport;Olpoi;Vanuatu;NVSZ;;;;
Aneityum Airport;Anelghowhat;Vanuatu;NVVA;;;;
Aniwa Airport;Aniwa;Vanuatu;NVVB;;;;
Dillon's Bay Airport;Dillon's Bay;Vanuatu;NVVD;;;;
Futuna Airport;Futuna Island;Vanuatu;NVVF;;;;
Ipota Airport;Ipota;Vanuatu;NVVI;;;;
Tiga Airport;Tiga;New Caledonia;NWWA;;;;
Île Art - Waala Airport;Waala;New Caledonia;NWWC;;;;
Île des Pins Airport;Île des Pins;New Caledonia;NWWE;;;;
Fayzabad Airport;Faizabad;Afghanistan;OAFZ;;;;
Dawadmi Domestic Airport;Dawadmi;Saudi Arabia;OEDW;;;;
Al-Jawf Domestic Airport;Al-Jawf;Saudi Arabia;OESK;;;;
Wadi Al Dawasir Airport;Wadi-al-dawasir;Saudi Arabia;OEWD;;;;
Khoram Abad Airport;Khorram Abad;Iran;OICK;;;;
Bam Airport;Bam;Iran;OIKM;;;;
Rafsanjan Airport;Rafsanjan;Iran;OIKR;;;;
Bojnord Airport;Bojnourd;Iran;OIMN;;;;
Sabzevar National Airport;Sabzevar;Iran;OIMS;;;;
Noshahr Airport;Noshahr;Iran;OINN;;;;
Dasht-e Naz Airport;Dasht-e-naz;Iran;OINZ;;;;
Lar Airport;Lar;Iran;OISL;;;;
Ardabil Airport;Ardabil;Iran;OITL;;;;
Urmia Airport;Uromiyeh;Iran;OITR;;;;
Al Ain International Airport;Al Ain;United Arab Emirates;OMAL;;;;
Bannu Airport;Bannu;Pakistan;OPBN;;;;
Bahawalpur Airport;Bahawalpur;Pakistan;OPBW;;;;
Chitral Airport;Chitral;Pakistan;OPCH;;;;
Dalbandin Airport;Dalbandin;Pakistan;OPDB;;;;
Dera Ghazi Khan Airport;Dera Ghazi Khan;Pakistan;OPDG;;;;
Dera Ismael Khan Airport;Dera Ismael Khan;Pakistan;OPDI;;;;
Jiwani Airport;Jiwani;Pakistan;OPJI;;;;
Hyderabad Airport;Hyderabad;Pakistan;OPKD;;;;
Khuzdar Airport;Khuzdar;Pakistan;OPKH;;;;
Ormara Airport;Ormara Raik;Pakistan;OPOR;;;;
Parachinar Airport;Parachinar;Pakistan;OPPC;;;;
Skardu Airport;Skardu;Pakistan;OPSD;;;;
Sehwan Sharif Airport;Sehwan Sharif;Pakistan;OPSN;;;;
Turbat International Airport;Turbat;Pakistan;OPTU;;;;
Sulaymaniyah International Airport;Sulaymaniyah;Iraq;ORSU;;;;
Kamishly Airport;Kamishly;Syria;OSKL;;;;
Sayun International Airport;Sayun Intl;Yemen;OYSY;;;;
Adak Airport;Adak Island;United States;PADK;;;;
Gustavus Airport;Gustavus;United States;PAGS;;;;
Skagway Airport;Skagway;United States;PAGY;;;;
Holy Cross Airport;Holy Cross;United States;PAHC;;;;
Haines Airport;Haines;United States;PAHN;;;;
Kalskag Airport;Kalskag;United States;PALG;;;;
McGrath Airport;Mcgrath;United States;PAMC;;;;
Mountain Village Airport;Mountain Village;United States;PAMO;;;;
Aniak Airport;Aniak;United States;PANI;;;;
Chevak Airport;Chevak;United States;PAVA;;;;
Wrangell Airport;Wrangell;United States;PAWG;;;;
Balimo Airport;Balimo;Papua New Guinea;AYBM;;;;
Baimuru Airport;Baimuru;Papua New Guinea;AYBA;;;;
Kalaupapa Airport;Molokai;United States;PHLU;;;;
Eniwetok Airport;Eniwetok Atoll;Marshall Islands;PKMA;;;;
Matsu Nangan Airport;Matsu Islands;Taiwan;RCFG;;;;
Hengchun Airport;Hengchun;Taiwan;RCKW;;;;
Matsu Beigan Airport;Matsu Islands;Taiwan;RCMT;;;;
Kushiro Airport;Kushiro;Japan;RJCK;;;;
Okadama Airport;Sapporo;Japan;RJCO;;;;
Saga Airport;Saga;Japan;RJFS;;;;
Nagoya Airport;Nagoya;Japan;RJNA;;;;
Iwami Airport;Iwami;Japan;RJOW;;;;
Fukushima Airport;Fukushima;Japan;RJSF;;;;
Odate Noshiro Airport;Odate Noshiro;Japan;RJSR;;;;
Shonai Airport;Shonai;Japan;RJSY;;;;
Miyakejima Airport;Miyakejima;Japan;RJTQ;;;;
Kunsan Air Base;Kunsan;South Korea;RKJK;;;;
Mokpo Heliport;Mokpo;South Korea;RKJM;;;;
Wonju/Hoengseong Air Base (K-38/K-46);Wonju;South Korea;RKNW;;;;
Yangyang International Airport;Sokcho / Gangneung;South Korea;RKNY;;;;
Sacheon Air Base/Airport;Sacheon;South Korea;RKPS;;;;
Cheongju International Airport/Cheongju Air Base (K-59/G-513);Chongju;South Korea;RKTU;;;;
Subic Bay International Airport;Olongapo City;Philippines;RPLB;;;;
Cuyo Airport;Cuyo;Philippines;RPLO;;;;
Rajah Buayan Air Base;General Santos City;Philippines;RPMB;;;;
Camiguin Airport;Camiguin;Philippines;RPMH;;;;
Jolo Airport;Jolo;Philippines;RPMJ;;;;
Sanga Sanga Airport;Sanga Sanga;Philippines;RPMN;;;;
Surigao Airport;Sangley Point;Philippines;RPMS;;;;
Tandag Airport;Tandag;Philippines;RPMW;;;;
Naga Airport;Naga;Philippines;RPUN;;;;
Basco Airport;Basco;Philippines;RPUO;;;;
San Fernando Airport;San Fernando;Philippines;RPUS;;;;
Tuguegarao Airport;Tuguegarao;Philippines;RPUT;;;;
Virac Airport;Virac;Philippines;RPUV;;;;
Calbayog Airport;Calbayog City;Philippines;RPVC;;;;
Catarman National Airport;Catarman;Philippines;RPVF;;;;
Moises R. Espinosa Airport;Masbate;Philippines;RPVJ;;;;
Roxas Airport;Roxas City;Philippines;RPVR;;;;
General Enrique Mosconi Airport;Tartagal;Argentina;SAST;;;;
Las Heras Airport;Las Heras;Argentina;SAVH;;;;
Antoine de Saint Exupéry Airport;San Antonio Oeste;Argentina;SAVN;;;;
Lago Argentino Airport;El Calafate;Argentina;SAWA;;;;
Gobernador Gregores Airport;Gobernador Gregores;Argentina;SAWR;;;;
Santa Teresita Airport;Santa Teresita;Argentina;SAZL;;;;
Necochea Airport;Necochea;Argentina;SAZO;;;;
Orlando Bezerra de Menezes Airport;Juazeiro Do Norte;Brazil;SBJU;;;;
Coronel Horácio de Mattos Airport;Lençóis;Brazil;SBLE;;;;
Macaé Airport;Macaé;Brazil;SBME;;;;
Frank Miloye Milenkowichi–Marília State Airport;Marília;Brazil;SBML;;;;
Vitória da Conquista Airport;Vitória Da Conquista;Brazil;SBQV;;;;
Santa Maria Airport;Santa Maria;Brazil;SBSM;;;;
Toledo Airport;Toledo;Brazil;SBTD;;;;
Ricardo García Posada Airport;El Salvador;Chile;SCES;;;;
Pucón Airport;Pucon;Chile;SCPC;;;;
Sorocaba Airport;Sorocaba;Brazil;SDCO;;;;
San Cristóbal Airport;San Cristóbal;Ecuador;SEST;;;;
Camilo Ponce Enriquez Airport;La Toma (Catamayo);Ecuador;SETM;;;;
General Rivadeneira Airport;Esmeraldas;Ecuador;SETN;;;;
Port Stanley Airport;Stanley;Falkland Islands;SFAL;;;;
Santa Ana Airport;Cartago;Colombia;SKGO;;;;
La Jagua Airport;Garzón;Colombia;SKGZ;;;;
Caucaya Airport;Puerto Leguízamo;Colombia;SKLG;;;;
La Pedrera Airport;La Pedrera;Colombia;SKLP;;;;
Reyes Murillo Airport;Nuquí;Colombia;SKNQ;;;;
Obando Airport;Puerto Inírida;Colombia;SKPD;;;;
El Yopal Airport;Yopal;Colombia;SKYP;;;;
Capitán de Av. Emilio Beltrán Airport;Guayaramerín;Bolivia;SLGY;;;;
Puerto Rico Airport;Puerto Rico/Manuripi;Bolivia;SLPR;;;;
Capitán Av. Selin Zeitun Lopez Airport;Riberalta;Bolivia;SLRI;;;;
Reyes Airport;Reyes;Bolivia;SLRY;;;;
Capitán Av. German Quiroga G. Airport;San Borja;Bolivia;SLSB;;;;
Zorg en Hoop Airport;Paramaribo;Suriname;SMZO;;;;
Mucuri Airport;Mucuri;Brazil;SNMU;;;;
Caballococha Airport;Caballococha;Peru;SPBC;;;;
Mayor General FAP Armando Revoredo Iglesias Airport;Cajamarca;Peru;SPJR;;;;
Alferez Fap David Figueroa Fernandini Airport;Huánuco;Peru;SPNC;;;;
Maria Reiche Neuman Airport;Nazca;Peru;SPZA;;;;
Santa Rosa Airport;Santa Rosa;Brazil;SSZR;;;;
El Jagüel / Punta del Este Airport;Maldonado;Uruguay;SUPE;;;;
Escuela Mariscal Sucre Airport;Maracay;Venezuela;SVBS;;;;
Juan Pablo Pérez Alfonso Airport;El Vigía;Venezuela;SVVG;;;;
Ji-Paraná Airport;Ji-Paraná;Brazil;SWJI;;;;
Codrington Airport;Codrington;Antigua and Barbuda;TAPH;;;;
La Désirade Airport;Grande Anse;Guadeloupe;TFFA;;;;
Baillif Airport;Basse Terre;Guadeloupe;TFFB;;;;
St-François Airport;St-François;Guadeloupe;TFFC;;;;
Les Bases Airport;Grand Bourg;Guadeloupe;TFFM;;;;
