Name;City;Country;ICAO;;;;
Xieng Khouang Airport;Phon Savan;Laos;VLXK;;;;
Bismarck Municipal Airport;Bismarck;United States;KBIS;;;;
Telluride Regional Airport;Telluride;United States;KTEX;;;;
Yinchuan Airport;Yinchuan;China;ZLIC;;;;
Mae Hong Son Airport;Mae Hong Son;Thailand;VTCH;;;;
Rapid City Regional Airport;Rapid City;United States;KRAP;;;;
Mc Clellan-Palomar Airport;Carlsbad;United States;KCRQ;;;;
Bishop International Airport;Flint;United States;KFNT;;;;
Francisco Bangoy International Airport;Davao;Philippines;RPMD;;;;
Madeira Airport;Funchal;Portugal;LPMA;;;;
Maestro Wilson Fonseca Airport;Santarem;Brazil;SBSN;;;;
Sihanoukville International Airport;Sihanoukville;Cambodia;VDSV;;;;
Ekati Airport;Ekati;Canada;CYOA;;;;
Hawke's Bay Airport;NAPIER;New Zealand;NZNR;;;;
Levuka Airfield;Levuka;Fiji;NFNB;;;;
Lhasa Gonggar Airport;Lhasa;China;ZULS;;;;
Redding Municipal Airport;Redding;United States;KRDD;;;;
Mahlon Sweet Field;Eugene;United States;KEUG;;;;
Idaho Falls Regional Airport;Idaho Falls;United States;KIDA;;;;
Rogue Valley International Medford Airport;Medford;United States;KMFR;;;;
Kaikoura Airport;Kaikoura;New Zealand;NZKI;;;;
Roberts Field;Redmond-Bend;United States;KRDM;;;;
Picton Aerodrome;Picton;New Zealand;NZPN;;;;
Hosea Kutako International Airport;Windhoek;Namibia;FYWH;;;;
Victoria Harbour Seaplane Base;Victoria;Canada;CYWH;;;;
Coal Harbour Seaplane Base;Vancouver;Canada;CAQ3;;;;
Yaoqiang Airport;Jinan;China;ZSJN;;;;
Changzhou Benniu Airport;Changzhou;China;ZSCG;;;;
Yibin Caiba Airport;Yibin;China;ZUYB;;;;
Roshchino International Airport;Tyumen;Russia;USTR;;;;
Akron Canton Regional Airport;Akron;United States;KCAK;;;;
Huntsville International Carl T Jones Field;Huntsville;United States;KHSV;;;;
Mid Ohio Valley Regional Airport;PARKERSBURG;United States;KPKB;;;;
Montgomery Regional (Dannelly Field) Airport;MONTGOMERY;United States;KMGM;;;;
Tri-Cities Regional TN/VA Airport;BRISTOL;United States;KTRI;;;;
Barkley Regional Airport;PADUCAH;United States;KPAH;;;;
Djibouti-Ambouli Airport;Djibouti;Djibouti;HDAM;;;;
Haikou Meilan International Airport;Haikou;China;ZJHK;;;;
Mafia Island Airport;Mafia Island;Tanzania;HTMA;;;;
Page Municipal Airport;Page;United States;KPGA;;;;
Utila Airport;Utila;Honduras;MHUT;;;;
Glacier Park International Airport;Kalispell;United States;KGPI;;;;
MBS International Airport;Saginaw;United States;KMBS;;;;
Greater Binghamton/Edwin A Link field;Binghamton;United States;KBGM;;;;
Baghdad International Airport;Baghdad;Iraq;ORBI;;;;
Nan Airport;Nan;Thailand;VTCN;;;;
Roi Et Airport;Roi Et;Thailand;VTUV;;;;
Buri Ram Airport;Buri Ram;Thailand;VTUO;;;;
Trat Airport;Trat;Thailand;VTBO;;;;
Blythe Airport;Blythe;United States;KBLH;;;;
Al Asad Air Base;Al Asad;Iraq;ORAA;;;;
Al Taqaddum Air Base;Al Taqaddum;Iraq;ORAT;;;;
Joint Base Balad;Al Bakr;Iraq;ORBD;;;;
Diosdado Macapagal International Airport;Angeles City;Philippines;RPLC;;;;
Sandakan Airport;Sandakan;Malaysia;WBKS;;;;
Luang Namtha Airport;Luang Namtha;Laos;VLLN;;;;
Oudomsay Airport;Muang Xay;Laos;VLOS;;;;
Taoxian Airport;Shenyang;China;ZYTX;;;;
Dongying Shengli Airport;Dongying;China;ZSDY;;;;
John A. Osborne Airport;Geralds;Montserrat;TRPG;;;;
Petersburg James A Johnson Airport;Petersburg;United States;PAPG;;;;
Luoyang Airport;Luoyang;China;ZHLY;;;;
Xuzhou Guanyin Airport;Xuzhou;China;ZSXZ;;;;
Magway Airport;Magwe;Burma;VYMW;;;;
Kanti Airport;Khamti;Burma;VYKI;;;;
Lien Khuong Airport;Dalat;Vietnam;VVDL;;;;
Dong Hoi Airport;Dong Hoi;Vietnam;VVDH;;;;
Rach Gia Airport;Rach Gia;Vietnam;VVRG;;;;
Cà Mau Airport;Ca Mau;Vietnam;VVCM;;;;
Chu Lai International Airport;Chu Lai;Vietnam;VVCA;;;;
Dong Tac Airport;Tuy Hoa;Vietnam;VVTH;;;;
Mae Hong Son Airport;Pai;Thailand;VTCI;;;;
Bol Airport;Brac;Croatia;LDSB;;;;
Yaoundé Nsimalen International Airport;Yaounde;Cameroon;FKYS;;;;
Conakry International Airport;Conakry;Guinea;GUCY;;;;
Aachen-Merzbrück Airport;Aachen;Germany;EDKA;;;;
Karlsruhe Baden-Baden Airport;Karlsruhe/Baden-Baden;Germany;EDSB;;;;
Orlando Sanford International Airport;Sanford;United States;KSFB;;;;
John Murtha Johnstown Cambria County Airport;Johnstown;United States;KJST;;;;
Lukla Airport;Lukla;Nepal;VNLK;;;;
Bhojpur Airport;Bhojpur;Nepal;VNBJ;;;;
Lamidanda Airport;Lamidanda;Nepal;VNLD;;;;
Jomsom Airport;Jomsom;Nepal;VNJS;;;;
Manang Airport;Manang;Nepal;VNMA;;;;
Phaplu Airport;Phaplu;Nepal;VNPL;;;;
Rumjatar Airport;Rumjatar;Nepal;VNRT;;;;
Tulsipur Airport;Dang;Nepal;VNDG;;;;
Rukum Chaurjahari Airport;Rukumkot;Nepal;VNRK;;;;
Jumla Airport;Jumla;Nepal;VNJL;;;;
Taplejung Airport;Taplejung;Nepal;VNTJ;;;;
Tumling Tar Airport;Tumling Tar;Nepal;VNTR;;;;
Surkhet Airport;Surkhet;Nepal;VNSK;;;;
Simikot Airport;Simikot;Nepal;VNST;;;;
Dolpa Airport;Dolpa;Nepal;VNDP;;;;
Bajhang Airport;Bajhang;Nepal;VNBG;;;;
Dhangarhi Airport;Dhangarhi;Nepal;VNDH;;;;
Muan International Airport;Muan;South Korea;RKJB;;;;
Astypalaia Airport;Astypalaia;Greece;LGPL;;;;
Ikaria Airport;Ikaria;Greece;LGIK;;;;
Kalymnos Airport;Kalymnos;Greece;LGKY;;;;
Milos Airport;Milos;Greece;LGML;;;;
Naxos Airport;Cyclades Islands;Greece;LGNX;;;;
Paros National Airport;Paros;Greece;LGPA;;;;
Kastelorizo Airport;Kastelorizo;Greece;LGKJ;;;;
Marsa Alam International Airport;Marsa Alam;Egypt;HEMA;;;;
Weeze Airport;Weeze;Germany;EDLV;;;;
Francisco B. Reyes Airport;Busuanga;Philippines;RPVV;;;;
Bancasi Airport;Butuan;Philippines;RPME;;;;
Dipolog Airport;Dipolog;Philippines;RPMG;;;;
Laoag International Airport;Laoag;Philippines;RPLI;;;;
Legazpi City International Airport;Legazpi;Philippines;RPLP;;;;
Labo Airport;Ozamis;Philippines;RPMO;;;;
Mactan Cebu International Airport;Cebu;Philippines;RPVM;;;;
Norden-Norddeich Airport;Norden;Germany;EDWS;;;;
Juist Airport;Juist;Germany;EDWJ;;;;
Porto Seguro Airport;Porto Seguro;Brazil;SBPS;;;;
Iguatu Airport;Iguatu;Brazil;SNIG;;;;
Brigadeiro Lysias Rodrigues Airport;Palmas;Brazil;SBPJ;;;;
Nelson Ribeiro Guimarães Airport;Caldas Novas;Brazil;SBCN;;;;
Missoula International Airport;Missoula;United States;KMSO;;;;
Blackall Airport;Blackall;Australia;YBCK;;;;
Bundaberg Airport;Bundaberg;Australia;YBUD;;;;
Grand Canyon National Park Airport;Grand Canyon;United States;KGCN;;;;
Sugar Land Regional Airport;Sugar Land;United States;KSGR;;;;
Hayman Island Heliport;Hayman Island;Australia;YHYN;;;;
Centennial Airport;Denver;United States;KAPA;;;;
Clovis Municipal Airport;Clovis;United States;KCVN;;;;
Fort Stockton Pecos County Airport;Fort Stockton;United States;KFST;;;;
Las Vegas Municipal Airport;Las Vegas;United States;KLVS;;;;
West Houston Airport;Houston;United States;KIWS;;;;
La Junta Municipal Airport;La Junta;United States;KLHX;;;;
Las Cruces International Airport;Las Cruces;United States;KLRU;;;;
Stephens County Airport;Breckenridge;United States;KBKD;;;;
Draughon Miller Central Texas Regional Airport;Temple;United States;KTPL;;;;
Ozona Municipal Airport;Ozona;United States;KOZA;;;;
Kaadedhdhoo Airport;Kaadedhdhoo;Maldives;VRMT;;;;
Aklavik/Freddie Carmichael Airport;Aklavik;Canada;CYKD;;;;
Déline Airport;Deline;Canada;CYWJ;;;;
Tulita Airport;Tulita;Canada;CZFN;;;;
Fort Good Hope Airport;Fort Good Hope;Canada;CYGH;;;;
Tanna Airport;Tanna;Vanuatu;NVVW;;;;
Paulatuk (Nora Aliqatchialuk Ruben) Airport;Paulatuk;Canada;CYPC;;;;
El Trompillo Airport;Santa Cruz;Bolivia;SLET;;;;
Juancho E. Yrausquin Airport;Saba;Netherlands Antilles;TNCS;;;;
Eagle County Regional Airport;Vail;United States;KEGE;;;;
Stokmarknes Skagen Airport;Stokmarknes;Norway;ENSK;;;;
Cuyahoga County Airport;Richmond Heights;United States;KCGF;;;;
Mansfield Lahm Regional Airport;Mansfield;United States;KMFD;;;;
Columbus Metropolitan Airport;Columbus;United States;KCSG;;;;
Lawton Fort Sill Regional Airport;Lawton;United States;KLAW;;;;
Northern Colorado Regional Airport;Fort Collins;United States;KFNL;;;;
Flagstaff Pulliam Airport;Flagstaff;United States;KFLG;;;;
Lake Tahoe Airport;South Lake Tahoe;United States;KTVL;;;;
Joslin Field Magic Valley Regional Airport;Twin Falls;United States;KTWF;;;;
Martha's Vineyard Airport;Vineyard Haven MA;United States;KMVY;;;;
Concord Municipal Airport;Concord NH;United States;KCON;;;;
Groton New London Airport;Groton CT;United States;KGON;;;;
St Cloud Regional Airport;Saint Cloud;United States;KSTC;;;;
Qinhuangdao Beidaihe Airport;Bagan;Burma;ZBDH;;;;
Golden Triangle Regional Airport;Columbus Mississippi;United States;KGTR;;;;
Nizhny Novgorod Strigino International Airport;Nizhniy Novgorod;Russia;UWGG;;;;
Bowerman Airport;Hoquiam;United States;KHQM;;;;
Erie International Tom Ridge Field;Erie;United States;KERI;;;;
Barnstable Municipal Boardman Polando Field;Barnstable;United States;KHYA;;;;
San Pedro Airport;San Pedro;Belize;MZSP;;;;
Sedona Airport;Sedona;United States;KSEZ;;;;
Morgantown Municipal Walter L. Bill Hart Field;Morgantown;United States;KMGW;;;;
Yeager Airport;Charleston;United States;KCRW;;;;
Wilkes Barre Scranton International Airport;Scranton;United States;KAVP;;;;
Bemidji Regional Airport;Bemidji;United States;KBJI;;;;
Thangool Airport;Biloela;Australia;YTNG;;;;
Fagali'i Airport;Apia;Samoa;NSFI;;;;
Ballina Byron Gateway Airport;Ballina Byron Bay;Australia;YBNA;;;;
Hector International Airport;Fargo;United States;KFAR;;;;
Charles B. Wheeler Downtown Airport;Kansas City;United States;KMKC;;;;
Ratanakiri Airport;Ratanakiri;Cambodia;VDRK;;;;
Gillette Campbell County Airport;Gillette;United States;KGCC;;;;
Bogashevo Airport;Tomsk;Russia;UNTT;;;;
El Toro Marine Corps Air Station;Santa Ana;United States;KNZJ;;;;
Phetchabun Airport;Phetchabun;Thailand;VTPB;;;;
Chumphon Airport;Chumphon;Thailand;VTSE;;;;
Jiuzhai Huanglong Airport;Jiuzhaigou;China;ZUJZ;;;;
Jieyang Chaoshan International Airport;Shantou;China;ZGOW;;;;
Enghien Moisselles Airfield;Enghien-moisselles;France;LFFE;;;;
Cheddi Jagan International Airport;Georgetown;Guyana;SYCJ;;;;
Guarani International Airport;Ciudad del Este;Paraguay;SGES;;;;
Eugene F. Correira International Airport;Georgetown;Guyana;SYGO;;;;
Kaieteur International Airport;Kaieteur;Guyana;PKSA;;;;
Dunhuang Airport;Dunhuang;China;ZLDH;;;;
Ancona Falconara Airport;Ancona;Italy;LIPY;;;;
Chamonate Airport;Copiapo;Chile;SCHA;;;;
Taba International Airport;Taba;Egypt;HETB;;;;
Edward Bodden Airfield;Little Cayman;Cayman Islands;MWCL;;;;
Milas Bodrum International Airport;Bodrum;Turkey;LTFE;;;;
Tabarka 7 Novembre Airport;Tabarka;Tunisia;DTKA;;;;
Sabiha Gökçen International Airport;Istanbul;Turkey;LTFJ;;;;
University Park Airport;State College Pennsylvania;United States;KUNV;;;;
Broome International Airport;Broome;Australia;YBRM;;;;
Newcastle Airport;Newcastle;Australia;YWLM;;;;
Bakki Airport;Bakki;Iceland;BIBA;;;;
Klagenfurt Airport;Klagenfurt;Austria;LOWK;;;;
Hammerfest Airport;Hammerfest;Norway;ENHF;;;;
Valan Airport;Honningsvag;Norway;ENHV;;;;
Mehamn Airport;Mehamn;Norway;ENMH;;;;
Vadsø Airport;Vadsø;Norway;ENVD;;;;
Imam Khomeini International Airport;Tehran;Iran;OIIE;;;;
Mashhad International Airport;Mashhad;Iran;OIMM;;;;
Ust-Ilimsk Airport;Ust Ilimsk;Russia;UIBS;;;;
Key Field;Meridian;United States;KMEI;;;;
Abraham Lincoln Capital Airport;Springfield;United States;KSPI;;;;
Cortez Municipal Airport;Cortez;United States;KCEZ;;;;
Yampa Valley Airport;Hayden;United States;KHDN;;;;
Gallup Municipal Airport;Gallup;United States;KGUP;;;;
Liberal Mid-America Regional Airport;Liberal;United States;KLBL;;;;
Lamar Municipal Airport;Lamar;United States;KLAA;;;;
Renner Field-Goodland Municipal Airport;Goodland;United States;KGLD;;;;
Yellowstone Regional Airport;Cody;United States;KCOD;;;;
Ørsta-Volda Airport; Hovden;Orsta-Volda;HOV;;;;6.074.100.018
St. Mary's Airport;ST MARY\'S;United Kingdom;EGHE;;;;
Springfield Branson National Airport;Springfield;United States;KSGF;;;;
Narvik Framnes Airport;Narvik;Norway;ENNK;;;;
Berlevåg Airport;Berlevag;Norway;ENBV;;;;
Oslo; Fornebu Airport;Oslo;FBU;;;;106.171.999
Norilsk-Alykel Airport;Norilsk;Russia;UOOO;;;;
Anapa Vityazevo Airport;Anapa;Russia;URKA;;;;
Joplin Regional Airport;Joplin;United States;KJLN;;;;
Lehigh Valley International Airport;Allentown;United States;KABE;;;;
Northwest Arkansas Regional Airport;Bentonville;United States;KXNA;;;;
Atyrau Airport;Atyrau;Kazakhstan;UATG;;;;
Kzyl-Orda Southwest Airport;Kzyl-Orda;Kazakhstan;UAOO;;;;
South Bend Regional Airport;South Bend;United States;KSBN;;;;
Bykovo Airport;Moscow;Russia;UUBB;;;;
Talagi Airport;Arkhangelsk;Russia;ULAA;;;;
Saratov Central Airport;Saratov;Russia;UWSS;;;;
Novy Urengoy Airport;Novy Urengoy;Russia;USMU;;;;
Noyabrsk Airport;Noyabrsk;Russia;USRO;;;;
Aktau Airport;Aktau;Kazakhstan;UATE;;;;
Ukhta Airport;Ukhta;Russia;UUYH;;;;
Usinsk Airport;Usinsk;Russia;UUYS;;;;
Pechora Airport;Pechora;Russia;UUYP;;;;
Naryan Mar Airport;Naryan-Mar;Russia;ULAM;;;;
Pskov Airport;Pskov;Russia;ULOO;;;;
Kogalym International Airport;Kogalym;Russia;USRK;;;;
Yemelyanovo Airport;Krasnoyarsk;Russia;UNKL;;;;
Sary-Arka Airport;Karaganda;Kazakhstan;UAKK;;;;
Novosibirsk North Airport;Novosibirsk;Russia;UNCC;;;;
Uray Airport;Uraj;Russia;USHU;;;;
Ivanovo South Airport;Ivanovo;Russia;UUBI;;;;
Longjia Airport;Changchun;China;ZYCC;;;;
Niigata Airport;Niigata;Japan;RJSN;;;;
Johnston Atoll Airport;Johnston Island;Johnston Atoll;PJON;;;;
Smith Field;Fort Wayne IN;United States;KSMD;;;;
California Redwood Coast-Humboldt County Airport;Arcata CA;United States;KACV;;;;
Albert J Ellis Airport;Jacksonville NC;United States;KOAJ;;;;
Tuscaloosa Regional Airport;Tuscaloosa AL;United States;KTCL;;;;
Dubuque Regional Airport;Dubuque IA;United States;KDBQ;;;;
Shun Tak Heliport;Hong Kong;Hong Kong;VHST;;;;
Uru Harbour Airport;Atoifi;Solomon Islands;AGAT;;;;
Gwaunaru'u Airport;Auki;Solomon Islands;AGGA;;;;
Ballalae Airport;Ballalae;Solomon Islands;AGGE;;;;
Fera/Maringe Airport;Fera Island;Solomon Islands;AGGF;;;;
Babanakira Airport;Mbambanakira;Solomon Islands;AGGI;;;;
Ngorangora Airport;Kirakira;Solomon Islands;AGGK;;;;
Santa Cruz/Graciosa Bay/Luova Airport;Santa Cruz/Graciosa Bay/Luova;Solomon Islands;AGGL;;;;
Munda Airport;Munda;Solomon Islands;AGGM;;;;
Nusatupe Airport;Gizo;Solomon Islands;AGGN;;;;
Mono Airport;Stirling Island;Solomon Islands;AGGO;;;;
Rennell/Tingoa Airport;Rennell Island;Solomon Islands;AGGR;;;;
Marau Airport;Marau;Solomon Islands;AGGU;;;;
Suavanao Airport;Suavanao;Solomon Islands;AGGV;;;;
Kaghau Airport;Kagau Island;Solomon Islands;AGKG;;;;
Ramata Airport;Ramata;Solomon Islands;AGRM;;;;
Buka Airport;Buka Island;Papua New Guinea;AYBK;;;;
Chimbu Airport;Kundiawa;Papua New Guinea;AYCH;;;;
Daru Airport;Daru;Papua New Guinea;AYDU;;;;
Gurney Airport;Gurney;Papua New Guinea;AYGN;;;;
Girua Airport;Girua;Papua New Guinea;AYGR;;;;
Kimbe Airport;Hoskins;Papua New Guinea;AYHK;;;;
Kiunga Airport;Kiunga;Papua New Guinea;AYKI;;;;
Kikori Airport;Kikori;Papua New Guinea;AYKK;;;;
Kerema Airport;Kerema;Papua New Guinea;AYKM;;;;
Kavieng Airport;Kavieng;Papua New Guinea;AYKV;;;;
Mendi Airport;Mendi;Papua New Guinea;AYMN;;;;
Momote Airport;Momote;Papua New Guinea;AYMO;;;;
Moro Airport;Moro;Papua New Guinea;AYMR;;;;
Misima Island Airport;Misima Island;Papua New Guinea;AYMS;;;;
Tari Airport;Tari;Papua New Guinea;AYTA;;;;
Tabubil Airport;Tabubil;Papua New Guinea;AYTB;;;;
Tokua Airport;Tokua;Papua New Guinea;AYTK;;;;
Vanimo Airport;Vanimo;Papua New Guinea;AYVN;;;;
Wapenamanda Airport;Wapenamanda;Papua New Guinea;AYWD;;;;
Alluitsup Paa Heliport;Alluitsup Paa;Greenland;BGAP;;;;
Neerlerit Inaat Airport;Neerlerit Inaat;Greenland;BGCO;;;;
Paamiut Heliport;Paamiut;Greenland;BGFH;;;;
Qeqertarsuaq Heliport;Qeqertarsuaq Airport;Greenland;BGGN;;;;
Qaqortoq Heliport;Qaqortoq;Greenland;BGJH;;;;
Maniitsoq Airport;Maniitsoq;Greenland;BGMQ;;;;
Nanortalik Heliport;Nanortalik;Greenland;BGNN;;;;
Narsaq Heliport;Narsaq;Greenland;BGNS;;;;
Qaanaaq Airport;Qaanaaq;Greenland;BGQQ;;;;
Sisimiut Airport;Sisimiut;Greenland;BGSS;;;;
Upernavik Airport;Upernavik;Greenland;BGUK;;;;
Qaarsut Airport;Uummannaq;Greenland;BGUQ;;;;
Grímsey Airport;Grímsey;Iceland;BIGR;;;;
Thorshofn Airport;Thorshofn;Iceland;BITN;;;;
Vopnafjörður Airport;Vopnafjörður;Iceland;BIVO;;;;
Whistler/Green Lake Water Aerodrome;Whistler;Canada;CAE5;;;;
Anahim Lake Airport;Anahim Lake;Canada;CAJ4;;;;
Williams Harbour Airport;Williams Harbour;Canada;CCA6;;;;
St. Lewis (Fox Harbour) Airport;St. Lewis;Canada;CCK4;;;;
Port Hope Simpson Airport;Port Hope Simpson;Canada;CCP4;;;;
Rigolet Airport;Rigolet;Canada;CCZ2;;;;
Colville Lake Airport;Colville Lake;Canada;CEB3;;;;
Whatì Airport;Whatì;Canada;CEM3;;;;
Summer Beaver Airport;Summer Beaver;Canada;CJV7;;;;
Wapekeka Airport;Angling Lake;Canada;CKB6;;;;
Wunnumin Lake Airport;Wunnumin Lake;Canada;CKL3;;;;
North Spirit Lake Airport;North Spirit Lake;Canada;CKQ3;;;;
Bearskin Lake Airport;Bearskin Lake;Canada;CNE3;;;;
Kingfisher Lake Airport;Kingfisher Lake;Canada;CNM5;;;;
Ogoki Post Airport;Ogoki Post;Canada;CNT3;;;;
Poplar Hill Airport;Poplar Hill;Canada;CPV7;;;;
Chisasibi Airport;Chisasibi;Canada;CSU2;;;;
Tête-à-la-Baleine Airport;Tête-à-la-Baleine;Canada;CTB6;;;;
La Tabatière Airport;La Tabatière;Canada;CTU5;;;;
Cat Lake Airport;Cat Lake;Canada;CYAC;;;;
Fort Frances Municipal Airport;Fort Frances;Canada;CYAG;;;;
Kasabonika Airport;Kasabonika;Canada;CYAQ;;;;
Kangirsuk Airport;Kangirsuk;Canada;CYAS;;;;
Attawapiskat Airport;Attawapiskat;Canada;CYAT;;;;
Lac Du Bonnet Airport;Lac Du Bonnet;Canada;CYAX;;;;
Uranium City Airport;Uranium City;Canada;CYBE;;;;
Lourdes de Blanc Sablon Airport;Lourdes-De-Blanc-Sablon;Canada;CYBX;;;;
Cartwright Airport;Cartwright;Canada;CYCA;;;;
Chesterfield Inlet Airport;Chesterfield Inlet;Canada;CYCS;;;;
Nain Airport;Nain;Canada;CYDP;;;;
Fort Severn Airport;Fort Severn;Canada;CYER;;;;
Fort Albany Airport;Fort Albany;Canada;CYFA;;;;
Fort Hope Airport;Fort Hope;Canada;CYFH;;;;
Makkovik Airport;Makkovik;Canada;CYFT;;;;
Texada Gillies Bay Airport;Texada;Canada;CYGB;;;;
Gods Lake Narrows Airport;Gods Lake Narrows;Canada;CYGO;;;;
Igloolik Airport;Igloolik;Canada;CYGT;;;;
Kuujjuarapik Airport;Kuujjuarapik;Canada;CYGW;;;;
Gillam Airport;Gillam;Canada;CYGX;;;;
Grise Fiord Airport;Grise Fiord;Canada;CYGZ;;;;
Quaqtaq Airport;Quaqtaq;Canada;CYHA;;;;
Vancouver Harbour Water Aerodrome;Vancouver;Canada;CYHC;;;;
Nemiscau Airport;Nemiscau;Canada;CYHH;;;;
Hopedale Airport;Hopedale;Canada;CYHO;;;;
Chevery Airport;Chevery;Canada;CYHR;;;;
Ivujivik Airport;Ivujivik;Canada;CYIK;;;;
Island Lake Airport;Island Lake;Canada;CYIV;;;;
Akulivik Airport;Akulivik;Canada;CYKO;;;;
Waskaganish Airport;Waskaganish;Canada;CYKQ;;;;
Aupaluk Airport;Aupaluk;Canada;CYLA;;;;
Kimmirut Airport;Kimmirut;Canada;CYLC;;;;
Lansdowne House Airport;Lansdowne House;Canada;CYLH;;;;
St Georges Airport;Lutselk'e;Canada;CYSG;;;;
Kangiqsualujjuaq (Georges River) Airport;Kangiqsualujjuaq;Canada;CYLU;;;;
Mary's Harbour Airport;Mary's Harbour;Canada;CYMH;;;;
Chapais Airport;Chibougamau;Canada;CYMT;;;;
Umiujaq Airport;Umiujaq;Canada;CYMU;;;;
Wemindji Airport;Wemindji;Canada;CYNC;;;;
Norway House Airport;Norway House;Canada;CYNE;;;;
Points North Landing Airport;Points North Landing;Canada;CYNL;;;;
Oxford House Airport;Oxford House;Canada;CYOH;;;;
Inukjuak Airport;Inukjuak;Canada;CYPH;;;;
Pikangikum Airport;Pikangikum;Canada;CYPM;;;;
Peawanuck Airport;Peawanuck;Canada;CYPO;;;;
Powell River Airport;Powell River;Canada;CYPW;;;;
The Pas Airport;The Pas;Canada;CYQD;;;;
Nakina Airport;Nakina;Canada;CYQN;;;;
Rae Lakes Airport;Gamètì;Canada;CYRA;;;;
Red Lake Airport;Red Lake;Canada;CYRL;;;;
Stony Rapids Airport;Stony Rapids;Canada;CYSF;;;;
Sanikiluaq Airport;Sanikiluaq;Canada;CYSK;;;;
St. Theresa Point Airport;St. Theresa Point;Canada;CYST;;;;
Big Trout Lake Airport;Big Trout Lake;Canada;CYTL;;;;
Deer Lake Airport;Deer Lake;Canada;CYVZ;;;;
Webequie Airport;Webequie;Canada;CYWP;;;;
Whale Cove Airport;Whale Cove;Canada;CYXN;;;;
Salluit Airport;Salluit;Canada;CYZG;;;;
York Landing Airport;York Landing;Canada;CZAC;;;;
Ilford Airport;Ilford;Canada;CZBD;;;;
Bathurst Airport;Bathurst;Canada;CZBF;;;;
Eastmain River Airport;Eastmain River;Canada;CZEM;;;;
Fond-Du-Lac Airport;Fond-Du-Lac;Canada;CZFD;;;;
Gods River Airport;Gods River;Canada;CZGI;;;;
Swan River Airport;Swan River;Canada;CZJN;;;;
Kashechewan Airport;Kashechewan;Canada;CZKE;;;;
Muskrat Dam Airport;Muskrat Dam;Canada;CZMD;;;;
Masset Airport;Masset;Canada;CZMT;;;;
Sachigo Lake Airport;Sachigo Lake;Canada;CZPB;;;;
Round Lake (Weagamow Lake) Airport;Round Lake;Canada;CZRJ;;;;
Sandy Lake Airport;Sandy Lake;Canada;CZSJ;;;;
Shamattawa Airport;Shamattawa;Canada;CZTM;;;;
Churchill Falls Airport;Churchill Falls;Canada;CZUM;;;;
Wollaston Lake Airport;Wollaston Lake;Canada;CZWL;;;;
Batna Airport;Batna;Algeria;DABT;;;;
Béchar Boudghene Ben Ali Lotfi Airport;Béchar;Algeria;DAOR;;;;
Bordj Badji Mokhtar Airport;Bordj Badji Mokhtar;Algeria;DATM;;;;
Guemar Airport;Guemar;Algeria;DAUO;;;;
Kumasi Airport;Kumasi;Ghana;DGSI;;;;
Heringsdorf Airport;Heringsdorf;Germany;EDAH;;;;
Heide-Büsum Airport;Büsum;Germany;EDXB;;;;
Helgoland-Düne Airport;Helgoland;Germany;EDXH;;;;
Seinäjoki Airport;Seinäjoki / Ilmajoki;Finland;EFSI;;;;
Nottingham Airport;Nottingham;United Kingdom;EGBN;;;;
Robin Hood Doncaster Sheffield Airport;Doncaster;United Kingdom;EGCN;;;;
Campbeltown Airport;Campbeltown;United Kingdom;EGEC;;;;
Eday Airport;Eday;United Kingdom;EGED;;;;
Fair Isle Airport;Fair Isle;United Kingdom;EGEF;;;;
North Ronaldsay Airport;North Ronaldsay;United Kingdom;EGEN;;;;
Papa Westray Airport;Papa Westray;United Kingdom;EGEP;;;;
Stronsay Airport;Stronsay;United Kingdom;EGER;;;;
Sanday Airport;Sanday;United Kingdom;EGES;;;;
Lerwick / Tingwall Airport;Lerwick;United Kingdom;EGET;;;;
Westray Airport;Westray;United Kingdom;EGEW;;;;
Land's End Airport;Land's End;United Kingdom;EGHC;;;;
Penzance Heliport;Penzance;United Kingdom;EGHK;;;;
Anglesey Airport;Angelsey;United Kingdom;EGOV;;;;
Barra Airport;Barra;United Kingdom;EGPR;;;;
Donegal Airport;Dongloe;Ireland;EIDL;;;;
Weston Airport;Leixlip;Ireland;EIWT;;;;
Sindal Airport;Sindal;Denmark;EKSN;;;;
Leknes Airport;Leknes;Norway;ENLK;;;;
Namsos Høknesøra Airport;Namsos;Norway;ENNM;;;;
Mo i Rana Airport; Røssvoll;Mo i Rana;MQN;;;;1.430.140.018
Rørvik Airport; Ryum;Rørvik;RVK;;;;1.114.610.004
Røst Airport;Røst;Norway;ENRS;;;;
Sandane Airport (Anda);Sandane;Norway;ENSD;;;;
Sogndal Airport;Sogndal;Norway;ENSG;;;;
Svolvær Helle Airport;Svolvær;Norway;ENSH;;;;
Sørkjosen Airport;Sorkjosen;Norway;ENSR;;;;
Vardø Airport; Svartnes;Vardø;VAW;;;;3.104.490.089
Værøy Heliport;Værøy;Norway;ENVR;;;;
Bydgoszcz Ignacy Jan Paderewski Airport;Bydgoszcz;Poland;EPBY;;;;
Łódź Władysław Reymont Airport;Lodz;Poland;EPLL;;;;
Åre Östersund Airport;Östersund;Sweden;ESNZ;;;;
Hagfors Airport;Hagfors;Sweden;ESOH;;;;
Karlstad Airport;Karlstad;Sweden;ESOK;;;;
Torsby Airport;Torsby;Sweden;ESST;;;;
Ängelholm-Helsingborg Airport;Ängelholm;Sweden;ESTA;;;;
Storuman Airport;Mohed;Sweden;ESUD;;;;
